Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,batch_size,class_weight,epochs,initial_epoch,max_queue_size,opt_amsgrad,opt_beta_1,opt_beta_2,opt_decay,opt_epsilon,opt_learning_rate,opt_name,sample_weight,shuffle,steps_per_epoch,use_multiprocessing,validation_batch_size,validation_freq,validation_split,validation_steps,workers,accuracy,loss,val_accuracy,val_loss
2023-05-18 21:29:55,35.0min,55e65a320c244196be3e4dd0e2c9386a,,LOCAL,train_model_ResNet.py,marvin,FINISHED,32,None,20,0,10,False,0.9,0.999,0.0,1e-07,0.0006,Adam,None,True,None,False,None,1,0.0,None,1,0.3777551054954529,10.549715042114258,0.28214284777641296,13.13296127319336
2023-05-18 20:42:55,8.8min,1ff43a3ca0884faa876205b11c1d5d9a,,LOCAL,train_model_ResNet.py,marvin,FINISHED,32,None,8,0,10,False,0.9,0.999,0.0,1e-07,0.0006,Adam,None,True,None,False,None,1,0.0,None,1,0.3335714340209961,8.137046813964844,0.2589285671710968,9.904945373535156
2023-05-18 20:29:18,8.8min,c5daab8642724820aab0eea1caeeb6e8,,LOCAL,train_model_ResNet.py,marvin,FINISHED,32,None,8,0,10,False,0.9,0.999,0.0,1e-07,0.0006,Adam,None,True,None,False,None,1,0.0,None,1,0.3335714340209961,8.184882164001465,0.21607142686843872,10.447432518005371
2023-05-18 00:26:58,1.6h,e39aaf988e4447b4a35d2f6e3507eb1e,,LOCAL,train_model.py,marvin,FINISHED,32,None,100,0,10,False,0.9,0.999,0.0,1e-07,0.0006,Adam,None,True,None,False,None,1,0.0,None,1,0.386428564786911,1.602769136428833,0.25,1.8784995079040527
2023-05-18 00:16:47,4.0min,6c9d45092a8e4cd0b38babf73d3906c6,,LOCAL,train_model.py,marvin,FINISHED,64,None,3,0,10,False,0.9,0.999,0.0,1e-07,0.0006,Adam,None,True,None,False,None,1,0.0,None,1,0.21785713732242584,1.904482126235962,0.19107143580913544,1.941506266593933
2023-05-18 00:11:10,4.1min,10897cb97f65429fb7f9667c6d1166d7,,LOCAL,train_model.py,marvin,FINISHED,32,None,3,0,10,False,0.9,0.999,0.0,1e-07,0.0006,Adam,None,True,None,False,None,1,0.0,None,1,0.22678571939468384,1.8814188241958618,0.20892857015132904,1.9399840831756592
2023-05-18 00:03:52,4.0min,5e7960bcb42f41f29e5fe45fc9051c2d,,LOCAL,train_model.py,marvin,FAILED,32,None,3,0,10,False,0.9,0.999,0.0,1e-07,0.0006,Adam,None,True,None,False,None,1,0.0,None,1,0.13928571343421936,1.9629015922546387,0.1428571492433548,1.9694451093673706
2023-05-17 23:59:29,31.1s,5702e07cf43e456b88c662726fac833d,,LOCAL,train_model.py,marvin,FAILED,32,None,3,0,10,False,0.9,0.999,0.0,1e-07,0.0006,Adam,None,True,None,False,None,1,0.0,None,1,,,,
2023-05-17 23:55:50,30.4s,587ee984ae9640d4b0cf7c4154604b57,,LOCAL,train_model.py,marvin,FAILED,32,None,3,0,10,False,0.9,0.999,0.0,1e-07,0.0006,Adam,None,True,None,False,None,1,0.0,None,1,,,,
2023-05-17 23:24:51,3.6min,9e8b5222c5da4b56a5d8626737834428,,LOCAL,train_model.py,marvin,FINISHED,32,None,3,0,10,False,0.9,0.999,0.0,1e-07,0.0006,Adam,None,True,None,False,None,1,0.0,None,1,0.26821428537368774,6.839965343475342,0.20357142388820648,8.17932415008545
2023-05-17 23:20:36,6.1s,aa20881f242e421abda9ea7b26109772,,LOCAL,train_model.py,marvin,FAILED,32,None,3,0,10,False,0.9,0.999,0.0,1e-07,0.0006,Adam,None,True,None,False,None,1,0.0,None,1,,,,
2023-05-17 23:18:26,6.8s,1b44d8721c91435a804a0daba7d8cab6,,LOCAL,train_model.py,marvin,FAILED,32,None,3,0,10,False,0.9,0.999,0.0,1e-07,0.0006,Adam,None,True,None,False,None,1,0.0,None,1,,,,
